date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
04:48:06	220682/220682	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:07%20GMT	https://thepleasurechest.com/love-to-love-bunny-clyde-rabbit-vibrator	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/love-to-love-bunny-clyde-rabbit-vibrator.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:07	27561/27561	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:07%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7086/10506/love-to-love-pouch-stickers-bunny-and-clyde-rabbit-vibrator__85694.1688689389.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7086/10506/love-to-love-pouch-stickers-bunny-and-clyde-rabbit-vibrator__856944847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:07	1958/1958	---M--	200	added ('OK')	image/jpeg	date:Tue,%2022%20Aug%202023%2021:09:31%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7086/10506/love-to-love-pouch-stickers-bunny-and-clyde-rabbit-vibrator__85694.1688689389.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7086/10506/love-to-love-pouch-stickers-bunny-and-clyde-rabbit-vibrator__856944847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:07	12707/12707	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:08%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7086/10287/bunnyandclyde_purplerain__61429.1688689389.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7086/10287/bunnyandclyde_purplerain__614294847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:08	211082/211082	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:09%20GMT	https://thepleasurechest.com/le-wand-blend	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/le-wand-blend.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:08	11570/11570	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:09%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7058/9196/A01743-LeWand-BlendRose-02__47379.1661977294.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7058/9196/A01743-LeWand-BlendRose-02__473794847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:08	1054/1054	---M--	200	added ('OK')	image/jpeg	date:Fri,%2018%20Aug%202023%2017:17:28%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7058/9196/A01743-LeWand-BlendRose-02__47379.1661977294.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7058/9196/A01743-LeWand-BlendRose-02__473794847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:08	22485/22485	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:09%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7058/9199/A01743-LeWand-BlendRose-04__56804.1661977294.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7058/9199/A01743-LeWand-BlendRose-04__568044847.jpg	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:09	297121/297121	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:10%20GMT	https://thepleasurechest.com/vibrators/dual-action?page=1	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/dual-action2679.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:10	292412/292412	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:11%20GMT	https://thepleasurechest.com/vibrators/dual-action?page=3	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/dual-action9ba9.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:10	291997/291997	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:11%20GMT	https://thepleasurechest.com/vibrators/dual-action?page=4	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/dual-actionfdb0.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:11	247788/247788	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:12%20GMT	https://thepleasurechest.com/vibrators/dual-action?page=5	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/dual-actionaf4d.html	(from https://thepleasurechest.com/vibrators/dual-action)
04:48:12	292095/292095	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:12%20GMT	https://thepleasurechest.com/vibrators/discreet?page=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet4658.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:12	63030/63030	---M--	200	added ('OK')	image/jpeg	date:Thu,%2005%20Aug%202021%2020:52:05%20+0000	https://cdn11.bigcommerce.com/s-yei6p8b4nx/product_images/uploaded_images/01.20.17-subcategory-vibrators-460x265-vibrators-discrete.jpg	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/product_images/uploaded_images/01.20.17-subcategory-vibrators-460x265-vibrators-discrete.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:13	290290/290290	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:14%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&rating=1	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet1af8.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:13	289031/289031	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:14%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&rating=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetf4f4.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:14	286777/286777	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:15%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&rating=3	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetdf3f.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:15	286239/286239	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:16%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&rating=4	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet73c9.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:15	185939/185939	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:16%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&050%3A%3AFeatures=2+Motors	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet52c9.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:16	183076/183076	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:17%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&050%3A%3AFeatures=Adjustable	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetb9cb.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:17	199039/199039	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:18%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&050%3A%3AFeatures=Adjustable+Fit	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet5e79.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:17	193452/193452	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:18%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&050%3A%3AFeatures=Advanced	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet0815.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:18	191501/191501	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:19%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&050%3A%3AFeatures=Air+Pulse+Technology	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet8c09.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:19	211908/211908	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:19%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Cal+Exotics	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet05b4.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:19	195249/195249	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:20%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=California+Exotic+Novelties	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet87d1.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:20	214181/214181	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:21%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Dame+Products	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetd4b3.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:20	190545/190545	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:21%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Doc+Johnson	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet942f.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:21	189517/189517	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:22%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Doxy	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetf346.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:22	206897/206897	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:23%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Femme+Funn	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreeteb69.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:22	196030/196030	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:23%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Fifty+Shades+of+Grey	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetb8d3.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:23	219545/219545	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:24%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Fun+Factory	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet0c5b.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:24	205642/205642	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:25%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Hot+Octopuss	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet7a9a.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:25	217191/217191	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:26%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&110%3A%3AFeatured+Brands=Je+Joue	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet8c5e.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:26	181856/181856	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:26%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&060%3A%3ACharging+Type=LR44+Batteries%2C+inlcuded	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet7707.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:26	273701/273701	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:27%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&060%3A%3ACharging+Type=Rechargeable	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetc385.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:27	292592/292592	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:28%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&060%3A%3ACharging+Type=USB	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet1ec6.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:28	249728/249728	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:28%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&060%3A%3ACharging+Type=USB+Rechargeable	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetacdc.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:28	194453/194453	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:29%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Aluminum	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet5c16.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:29	188337/188337	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:30%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Cloth	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet01fe.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:30	192893/192893	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:30%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Elastomer+%26+TPR	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet8084.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:30	196468/196468	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:31%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Gold	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet1108.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:31	223365/223365	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:32%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Hard+Plastic	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetf9f0.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:32	210305/210305	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:32%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Metal	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet7341.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:32	295329/295329	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:33%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Non-Porous+%26+Phthalate-Free	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet2bea.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:33	198006/198006	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:34%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Plastic	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreete8b8.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:34	290534/290534	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:34%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Material_Search=Silicone	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet4da5.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:34	191630/191630	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:35%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=.75%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetcb45.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:35	205142/205142	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:36%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=1%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreeta11f.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:36	232369/232369	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:36%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=1.5%22-2%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetf17b.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:36	244177/244177	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:37%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=1.25%22-1.5%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet8577.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:37	223193/223193	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:38%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=Over+2%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet58d3.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:38	226488/226488	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:39%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Diameter_Search=Under+1.25%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet5e74.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:39	187714/187714	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:39%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Length_Search=6%22-8%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetba16.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:39	193545/193545	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:40%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Length_Search=Over+8%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreetb9fc.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:40	293623/293623	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:41%20GMT	https://thepleasurechest.com/vibrators/discreet?_bc_fsnf=1&Length_Search=Under+6%22	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/vibrators/discreet974e.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:41	218777/218777	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:41%20GMT	https://thepleasurechest.com/fifty-shades-of-grey-x-we-vibe-come-to-bed-couples-kit	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/fifty-shades-of-grey-x-we-vibe-come-to-bed-couples-kit.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:41	22733/22733	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:42%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7466/9946/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_sex_toy__49556.1681857219.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7466/9946/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_sex_toy__495564847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:41	1741/1741	---M--	200	added ('OK')	image/jpeg	date:Fri,%2023%20Jun%202023%2008:27:23%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7466/9946/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_sex_toy__49556.1681857219.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7466/9946/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_sex_toy__495564847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:42	31627/31627	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:42%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7466/9947/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_hand_held__85810.1681857219.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7466/9947/FSOG_X_WB_COME_TO_BED_TANGOX_KIT_hand_held__858104847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:42	211706/211706	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:43%20GMT	https://thepleasurechest.com/je-joue-vita-bullet	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/je-joue-vita-bullet.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:42	9455/9455	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:43%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7341/10087/Je_Joue_Vita_Bullet_blue__29588.1683654777.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7341/10087/Je_Joue_Vita_Bullet_blue__295884847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:42	1056/1056	---M--	200	added ('OK')	image/jpeg	date:Mon,%2021%20Aug%202023%2022:00:43%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7341/10087/Je_Joue_Vita_Bullet_blue__29588.1683654777.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7341/10087/Je_Joue_Vita_Bullet_blue__295884847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:43	9983/9983	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:44%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7341/10089/Je_Joue_Vita_Bullet_coral__11582.1683654777.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7341/10089/Je_Joue_Vita_Bullet_coral__115824847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:43	215130/215130	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Aug%202023%2011:48:44%20GMT	https://thepleasurechest.com/je-joue-amour-bullet	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/thepleasurechest.com/je-joue-amour-bullet.html	(from https://thepleasurechest.com/vibrators/discreet)
04:48:44	9056/9056	---M--	200	added ('OK')	image/jpeg	date:Wed,%2023%20Aug%202023%2011:48:44%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7339/10082/Je_Joue_Amour_Bullet_flesh__90862.1683653691.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/500x500/products/7339/10082/Je_Joue_Amour_Bullet_flesh__908624847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
04:48:44	1089/1089	---M--	200	added ('OK')	image/jpeg	date:Wed,%2016%20Aug%202023%2018:40:32%20GMT	https://cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7339/10082/Je_Joue_Amour_Bullet_flesh__90862.1683653691.jpg?c=2	C:/Users/DrugcheckAI/Desktop/Adult/Adult%20Store%201/cdn11.bigcommerce.com/s-yei6p8b4nx/images/stencil/80w/products/7339/10082/Je_Joue_Amour_Bullet_flesh__908624847.jpg	(from https://thepleasurechest.com/vibrators/discreet)
